multiplayer.downloadingStats	Downloading statistics...	正在下载统计数据...	正在下載統計資訊...		統計をダウンロード中…
multiplayer.stopSleeping	Leave Bed	起床	起床		ベッドから出る
multiplayer.player.joined	%s joined the game	%s加入了游戏	%s 加入了遊戲		%s がゲームに参加しました
multiplayer.player.joined.renamed	%s (formerly known as %s) joined the game	%s（之前被称为%s）加入了游戏	%s （之前是 %s）加入了遊戲		%s（旧名 %s）がゲームに参加しました
multiplayer.player.left	%s left the game	%s退出了游戏	%s 離開了遊戲		%s がゲームを退出しました
multiplayer.status.and_more	... and %s more ...	…及其他%s名玩家…	... 以及另外 %s 人 ...		…その他 %s 人…
multiplayer.status.cancelled	Cancelled	已取消	已取消		キャンセルしました
multiplayer.status.cannot_connect	Can't connect to server	无法连接到服务器	無法連接到伺服器		サーバーに接続できません
multiplayer.status.cannot_resolve	Can't resolve hostname	无法解析主机名	無法解析主機名稱		ホスト名が見つかりません
multiplayer.status.client_out_of_date	Client out of date!	客户端已过期！	用戶端版本過舊！		クライアントのバージョンが古いです
multiplayer.status.no_connection	(no connection)	（无连接）	（未連線）		（接続なし）
multiplayer.status.old	Old	旧版	舊版		古いです
multiplayer.status.pinging	Pinging...	检测中...	Pinging...		応答待機中…
multiplayer.status.server_out_of_date	Server out of date!	服务器版本已过期！	伺服器版本過舊！		サーバーのバージョンが古いです
multiplayer.status.unknown	???	???	???		？？？
multiplayer.status.unrequested	Received unrequested status	收到了未请求的状态	接收到未請求的資訊		リクエストされていないステータスを受信しました
multiplayer.disconnect.authservers_down	Authentication servers are down. Please try again later, sorry!	认证服务器处于宕机状态中。请稍后再试，抱歉！	驗證伺服器暫停服務，請稍後再嘗試，抱歉！		認証サーバーがダウンしています。後でもう一度お試しください。
multiplayer.disconnect.banned	You are banned from this server.	你已被此服务器封禁。	您已被該伺服器封鎖。		このサーバーへのアクセスは禁止されています
multiplayer.disconnect.duplicate_login	You logged in from another location	你已在异地登录	您已從其他位置登入		あなたは別の場所で既にログインしています
multiplayer.disconnect.flying	Flying is not enabled on this server	此服务器未启用飞行	此伺服器並沒有啟用飛行		このサーバーでは飛行は有効ではありません
multiplayer.disconnect.generic	Disconnected	连接中止	連線中斷		切断されました
multiplayer.disconnect.idling	You have been idle for too long!	你的未操作时间过长！	您的閒置時間過長！		無操作時間が長すぎました
multiplayer.disconnect.illegal_characters	Illegal characters in chat	非法聊天字符	聊天欄中出現不允許的字元		チャットに使用できない文字がありました
multiplayer.disconnect.invalid_entity_attacked	Attempting to attack an invalid entity	试图攻击无效实体	試圖攻擊無效的實體		無効なエンティティを攻撃しようとしました
multiplayer.disconnect.invalid_player_movement	Invalid move player packet received	收到了包含非法玩家移动的数据包	接收到無效的玩家移動封包		プレイヤーの不正な動きを検知しました
multiplayer.disconnect.invalid_vehicle_movement	Invalid move vehicle packet received	收到了包含非法载具移动的数据包	接收到無效的載具移動封包		乗り物の不正な動きを検知しました
multiplayer.disconnect.ip_banned	You have been IP banned.	你的IP已被此服务器封禁。	您的 IP 已被封鎖。		あなたの IP アドレスからのアクセスは禁止されています
multiplayer.disconnect.kicked	Kicked by an operator.	被管理员踢出游戏。	被管理員踢出。		管理者に退出させられました
multiplayer.disconnect.outdated_client	Outdated client! Please use %s	客户端已过期！请使用%s	用戶端過舊！請使用 %s		クライアントのバージョンが古いです。%s を使用してください
multiplayer.disconnect.outdated_server	Outdated server! I'm still on %s	服务器已过期！我仍在运行%s	伺服器過舊！目前版本仍在 %s		サーバーのバージョンが古いです。%s が使用されています
multiplayer.disconnect.server_shutdown	Server closed	服务器已关闭	伺服器已關閉		サーバーが閉鎖されました
multiplayer.disconnect.slow_login	Took too long to log in	登录超时	登入逾時		ログインにかかる時間が長すぎました
multiplayer.disconnect.unverified_username	Failed to verify username!	无法验证用户名！	無法驗證使用者名稱！		ユーザー名の検証に失敗しました
chat.cannotSend	Cannot send chat message	无法发送聊天信息	無法發送聊天訊息		チャットメッセージを送信できません
chat.type.text	<%s> %s	<%s> %s	<%s> %s		<%s> %s
chat.type.text.narrate	%s says %s	%s说%s	%s 說︰%s		%s が、%s、と言いました
chat.type.emote	* %s %s	* %s %s	* %s %s		* %s %s
chat.type.announcement	[%s] %s	[%s] %s	[%s] %s		[%s] %s
chat.type.admin	[%s: %s]	[%s: %s]	[%s: %s]		[%s: %s]
chat.type.advancement.task	%s has made the advancement %s	%s取得了进度%s	%s 已完成進度 %s		%s は進捗 %s を達成した
chat.type.advancement.challenge	%s has completed the challenge %s	%s完成了挑战%s	%s 已完成挑戰 %s		%s は挑戦 %s を完了した
chat.type.advancement.goal	%s has reached the goal %s	%s达成了目标%s	%s 已達成目標 %s		%s は目標 %s を達成した
chat.link.confirm	Are you sure you want to open the following website?	你确定你要打开以下网页？	你確定你要打開以下網頁嗎？		このウェブサイトを開いてもよろしいですか？
chat.link.warning	Never open links from people that you don't trust!	永远不要打开从你不信任的人得到的链接！	千萬不要打開你不信任的人所給的任何連結！		あなたが信頼していない人からのリンクは絶対に開かないでください！
chat.copy	Copy to Clipboard	复制到剪贴板	複製到剪貼簿		コピー
chat.link.confirmTrusted	Do you want to open this link or copy it to your clipboard?	你想要打开这个链接或复制到你的剪贴板吗？	確定要打開此連結或複製連結到剪貼簿嗎？		このリンクをブラウザで開きますか？クリップボードにコピーしますか？
chat.link.open	Open in browser	在浏览器中打开	在瀏覽器中開啟		ブラウザで開く
menu.playdemo	Play Demo World	开始试玩世界	遊玩試玩世界		デモワールドで遊ぶ
menu.resetdemo	Reset Demo World	重置试玩世界	重置試玩世界		デモワールドをリセット
demo.day.1	This demo will last five game days, do your best!	此试玩版只有5天游戏内时间，尽力而为吧！	試玩版只有五天的遊戲內時間，盡你所能吧！		デモ版では５日間ご利用いただけます。頑張ってください！
demo.day.2	Day Two	第二天	第二天		２日目
demo.day.3	Day Three	第三天	第三天		３日目
demo.day.4	Day Four	第四天	第四天		４日目
demo.day.5	This is your last day!	这是你游戏内的最后一天！	這是你的最後一天！		今日が最終日です！
demo.day.warning	Your time is almost up!	您的试玩时间即将结束！	你的時間即將結束！		もうすぐ時間切れです！
