gui.narrate.slider	%s slider	%s滑块	%s 滑桿	%s 滑桿	%sスライダー
gui.narrate.editBox	%s edit box: %s	%s编辑框：%s	%s 編輯欄：%s	%s 編輯方塊：%s	%sの編集欄：%s
translation.test.none	Hello, world!	你好，世界！	你好，世界！	你好，世界！	Hello, world!
translation.test.complex	Prefix, %s%2$s again %s and %1$s lastly %s and also %1$s again!	前缀，%s%2$s 然后是 %s 和 %1$s 最后是 %s 还有 %1$s！	Prefix, %s%2$s again %s and %1$s lastly %s and also %1$s again!	前綴，%s%2$s 然後係 %s 同 %1$s 最後係 %s 仲有 %1$s！	Prefix, %s%2$s again %s and %1$s lastly %s and also %1$s again!
translation.test.escape	%%s %%%s %%%%s %%%%%s	%%s %%%s %%%%s %%%%%s	%%s %%%s %%%%s %%%%%s	%%s %%%s %%%%s %%%%%s	%%s %%%s %%%%s %%%%%s
translation.test.invalid	hi %	% 你好	 % 你好	 % 你好	hi %
translation.test.invalid2	hi %  s	%s 你好	你好 %s	%s 你好	hi %s
translation.test.args	%s %s	%s %s	%s %s	%s %s	%s %s
translation.test.world	world	世界	世界	世界	world
menu.game	Game Menu	游戏菜单	遊戲目錄	遊戲選單	ゲームメニュー
menu.singleplayer	Singleplayer	单人游戏	單人遊戲	單人遊戲	シングルプレイ
menu.multiplayer	Multiplayer	多人游戏	多人遊戲	多人遊戲	マルチプレイ
menu.online	Minecraft Realms	Minecraft Realms	Minecraft Realms	Minecraft Realms	Minecraft Realms
menu.options	Options...	选项…	選項...	選項⋯⋯	設定…
menu.quit	Quit Game	退出游戏	離開遊戲	離開遊戲	終了
menu.returnToMenu	Save and Quit to Title	保存并退回到标题画面	儲存並回到標題畫面	儲存並返回主畫面	セーブしてタイトルへ戻る
menu.disconnect	Disconnect	断开连接	中斷連線	中斷連線	切断
menu.returnToGame	Back to Game	回到游戏	繼續遊戲	繼續遊戲	ゲームに戻る
menu.generatingLevel	Generating world	生成世界中	正在生成世界	正在生成世界	ワールドを生成中
menu.loadingLevel	Loading world	加载世界中	正在載入世界	正在載入世界	ワールドを読み込み中
menu.savingLevel	Saving world	保存世界中	正在儲存世界	正在儲存世界	ワールドを保存中
menu.working	Working...	处理中…	正在處理...	正在處理⋯⋯	処理中…
menu.savingChunks	Saving chunks	保存区块中	正在儲存區塊	正在儲存區塊	チャンクを保存中
menu.preparingSpawn	Preparing spawn area: %s%%	准备生成区域中：%s%%	正在準備重生點區域：%s%%	正在準備出生區域：%s%%	スポーン地点を準備中：%s%%
menu.loadingForcedChunks	Loading forced chunks for dimension %s	加载%s维度中的强制加载区块中	載入 %s 維度中的常駐區塊	正在載入 %s 維度中嘅常駐區塊	ディメンション%sの読み込み強制チャンクを読み込み中…
menu.generatingTerrain	Building terrain	生成地形中	正在建構地形	正在建造地形	地形情報を生成中
menu.convertingLevel	Converting world	转换世界中	正在轉換世界	正在轉換世界	ワールドを変換中
menu.respawning	Respawning	重生中	正在重生	正在重生	リスポーン中
menu.shareToLan	Open to LAN	对局域网开放	在區網上公開	開放到 LAN	LANに公開
menu.sendFeedback	Give Feedback	提供反馈	提供意見回饋	提供意見回饋	フィードバックを送る
menu.reportBugs	Report Bugs	报告漏洞	回報錯誤	報吿錯誤	バグを報告する
menu.paused	Game Paused	游戏暂停	遊戲暫停	遊戲暫停	ゲームを一時停止中
menu.modded	 (Modded)	（已修改）	 （模組）	（已修改）	（MOD導入済み）
optimizeWorld.confirm.title	Optimize World	优化世界	最佳化世界	最佳化世界	ワールドを最適化
optimizeWorld.confirm.description	This will attempt to optimize your world by making sure all data is stored in the most recent game format. This can take a very long time, depending on your world. Once done, your world may play faster but will no longer be compatible with older versions of the game. Are you sure you wish to proceed?	这将尝试用最新的游戏格式储存所有数据来达到优化世界的效果。取决于世界的状况，这可能会花费不少时间。一旦完成，进行游戏时可能会更流畅，但你的世界将不再与旧版游戏兼容。你确定要继续吗？	這項操作將嘗試以最新的遊戲資料格式最佳化您的世界。視情況可能會用上一段很長的時間。完成後，您的世界可能會更順暢，但將不再相容於舊版的遊戲。您確定要繼續嗎？	依個操作會嘗試用最新嘅遊戲資料格式嚟最佳化你嘅世界。睇情況可能會用到好長一段時間。完成之後，你嘅世界可能會更順暢，但唔會再相容於舊版遊戲。你真係要繼續？	この操作は確実にすべてのデータを最新のゲーム形式で格納することでワールドを最適化します。ワールドによっては、この操作は長時間かかる場合があります。処理後、ワールドをより快適にプレイすることができますが、古いバージョンのゲームとの互換性はなくなります。続行しますか？
optimizeWorld.title	Optimizing World '%s'	正在优化世界“%s”	正在最佳化 '%s'	正在最佳化 '%s'	ワールド「%s」を最適化中
optimizeWorld.stage.counting	Counting chunks...	统计区块中…	正在計算區塊...	正在計算區塊⋯⋯	チャンク数を計算中…
optimizeWorld.stage.upgrading	Upgrading all chunks...	更新所有区块中…	正在升級所有區塊...	正在升級所有區塊⋯⋯	すべてのチャンクをアップグレード中…
optimizeWorld.stage.finished	Finishing up...	即将完成…	正在完成...	正在完成⋯⋯	まもなく完了します…
optimizeWorld.stage.failed	Failed! :(	失败了！:(	失敗！:(	失敗！:(	失敗！(´･ω･`)
optimizeWorld.info.converted	Upgraded chunks: %s	更新的区块：%s	已升級的區塊數：%s	已升級區塊數量：%s	アップグレードされたチャンク数：%s
optimizeWorld.info.skipped	Skipped chunks: %s	忽略的区块：%s	已略過的區塊數：%s	已略過區塊數量：%s	スキップされたチャンク数：%s
optimizeWorld.info.total	Total chunks: %s	总计区块：%s	總區塊數：%s	總區塊數量：%s	合計チャンク数：%s
selectWorld.title	Select World	选择世界	選擇世界	選擇世界	ワールドを選択
selectWorld.search	search for worlds	搜索世界	搜尋世界	搜尋世界	ワールドの検索
selectWorld.world	World	世界	世界	世界	ワールド
selectWorld.select	Play Selected World	进入选中的世界	進入所選的世界	進入所選世界	選択したワールドで遊ぶ
selectWorld.create	Create New World	创建新的世界	建立新的世界	建立新嘅世界	ワールド新規作成
selectWorld.recreate	Re-Create	重建	重新建立	重新建立	再生成
selectWorld.createDemo	Play New Demo World	进入新的试玩世界	進入新的試玩世界	進入新嘅試玩世界	新しいデモワールドで遊ぶ
selectWorld.delete	Delete	删除	刪除	刪除	削除
selectWorld.edit	Edit	编辑	編輯	編輯	編集
selectWorld.edit.title	Edit World	编辑世界	編輯世界	編輯世界	ワールドを編集
selectWorld.edit.resetIcon	Reset Icon	重置图标	重設圖示	重設圖示	アイコンをリセット
selectWorld.edit.openFolder	Open World Folder	打开世界文件夹	開啟世界資料夾	打開世界存檔文件夾	ワールドフォルダーを開く
selectWorld.edit.save	Save	保存	儲存	儲存	保存
selectWorld.edit.backup	Make Backup	进行备份	進行備份	進行備份	バックアップを作成する
selectWorld.edit.backupFolder	Open Backups Folder	打开备份文件夹	開啟備份資料夾	打開備份文件夾	バックアップフォルダーを開く
selectWorld.edit.backupFailed	Backup failed	备份失败	備份失敗	備份失敗	バックアップに失敗しました
selectWorld.edit.backupCreated	Backed up: %s	已备份：%s	已備份：%s	已備份：%s	バックアップ完了：%s
selectWorld.edit.backupSize	size: %s MB	大小：%s MB	檔案大小：%s MB	檔案大小：%s MB	サイズ：%sMB
selectWorld.edit.optimize	Optimize World	优化世界	最佳化世界	最佳化世界	ワールドを最適化
selectWorld.edit.export_worldgen_settings	Export World Generation Settings	导出世界生成设置	匯出世界生成設定	匯出世界生成設定	ワールド生成設定を書き出す
selectWorld.edit.export_worldgen_settings.success	Exported	导出成功	已匯出	已匯出	書き出し完了
selectWorld.edit.export_worldgen_settings.failure	Export failed	导出失败	匯出失敗	匯出失敗	書き出しに失敗しました
selectWorld.deleteQuestion	Are you sure you want to delete this world?	你确定要删除这个世界吗？	你確定要刪除這個世界嗎？	你真係要刪除依個世界存檔？	このワールドを削除しますか？
selectWorld.deleteWarning	'%s' will be lost forever! (A long time!)	“%s”将会永久失去！（真的很久！）	'%s' 將會永遠消失！（非常久！）	'%s' 將會永遠消失！（非常耐！）	「%s」は完全に削除され、復元ができなくなります。
selectWorld.deleteButton	Delete	删除	刪除	刪除	削除
selectWorld.conversion	Must be converted!	必须进行转换！	必須被轉換！	必須進行轉換！	ワールドデータを変換する必要があります
selectWorld.locked	Locked by another running instance of Minecraft	被另一个正在运行的Minecraft实例锁定	被另一個正在執行的 Minecraft 鎖定	被另一個開啟嘅 Minecraft 程式鎖定	他のウィンドウでこのワールドが開かれているため、ロックされています。
selectWorld.newWorld	New World	新的世界	新的世界	新嘅世界	新規ワールド
selectWorld.enterName	World Name	世界名称	世界名稱	世界名稱	ワールド名
selectWorld.resultFolder	Will be saved in:	将会保存于：	將被儲存於：	將會被儲存到：	保存先：
selectWorld.enterSeed	Seed for the world generator	世界生成器的种子	世界生成種子碼	世界生成種子碼	ワールド生成のシード値
selectWorld.seedInfo	Leave blank for a random seed	留空以生成随机种子	若不填則隨機生成種子碼	留空則生成隨機種子碼	空白でランダムシード値
selectWorld.cheats	Cheats	作弊	允許作弊	作弊	チート
selectWorld.customizeType	Customize	自定义	自定義	自訂	カスタマイズ
selectWorld.version	Version:	版本：	版本：	版本：	バージョン：
selectWorld.versionUnknown	unknown	未知	未知	未知	不明
selectWorld.versionQuestion	Do you really want to load this world?	你真的想加载此世界吗？	你確定要載入這個世界嗎？	你真係想載入依個世界？	このワールドを読み込みますか？
selectWorld.versionWarning	This world was last played in version %s and loading it in this version could cause corruption!	此世界上次是在%s版本中打开的，在此版本中加载可能会导致数据损坏！	這個世界最後遊玩的版本為 %s，使用目前版本載入可能會導致損壞！	依個世界最後遊玩嘅版本為 %s，使用目前版本載入可能會導致損壞！	このワールドが最後にプレイされたのはバージョン%sです。現在のバージョンでワールドを読み込むとデータが破損する可能性があります。
selectWorld.versionJoinButton	Load Anyway	仍然加载	依然載入	堅持載入	構わず読み込む
selectWorld.backupQuestion	Do you really want to load this world?	你真的想加载此世界吗？	你確定要載入這個世界嗎？	你真係想載入依個世界？	このワールドを読み込みますか？
selectWorld.backupWarning	This world was last played in version %s; you are on version %s. Please make a backup in case you experience world corruptions!	这个世界上次是在%s版本中打开的，你在游玩%s版本。请备份你的世界，以免世界崩溃！	這個世界最後遊玩的版本為 %s，您的當前版本為 %s。請先備份以避免您的世界損壞！	依個世界最後遊玩嘅版本為 %s，你嘅當前版本為 %s。請先備份以避免你嘅世界損壞！	このワールドが最後にプレイされたのはバージョン%sです。現在のバージョン%sでプレイするとデータが破損する恐れがあるため、バックアップを作成することをお勧めします。
selectWorld.backupQuestion.customized	Customized worlds are no longer supported	自定义世界已不受支持	自定義世界已不再受支援	自訂世界不再受支援	カスタマイズワールドはサポートされていません
selectWorld.backupWarning.customized	Unfortunately, we do not support customized worlds in this version of Minecraft. We can still load this world and keep everything the way it was, but any newly generated terrain will no longer be customized. We're sorry for the inconvenience!	不巧，我们在这个版本的Minecraft中不支持自定义世界。我们可以继续加载这个世界并保持原状，但任何新生成的地形将不再被自定义。抱歉给你带来不便。	很遺憾我們這個版本的 Minecraft 並不支援自定義世界。我們依然能完整載入這個世界，但是任何新生成的區域不會沿用自定義的設定。很抱歉造成您的不便！	唔好意思，依個版本嘅 Minecraft 並唔支援自訂世界。我哋仲可以完整載入依個世界，但任何新生成嘅區域唔會延用自訂設定。不便之處敬請諒解！	残念ながら、現在のバージョンはカスタマイズワールドをサポートしていません。このワールドを読み込むことはできますが、新しく生成される地形はカスタマイズされません。ご不便をおかけし申し訳ございません。
selectWorld.backupQuestion.experimental	Worlds using Experimental Settings are not supported	使用“实验性设置”的世界已不受支持	使用實驗性設定的世界不受支援	不支援使用實驗性質設定嘅世界	実験的な設定を使用するワールドはサポートされていません
selectWorld.backupWarning.experimental	This world uses experimental settings that could stop working at any time. We cannot guarantee it will load or work. Here be dragons!	这个世界使用的实验性设置可能会随时停止运作。我们无法保证这些设置将来能够加载或运作。务必谨慎！	這個世界使用了隨時可能失效的實驗性設定。我們無法保證它能正常載入或運作。請務必小心謹慎！	依個世界使用咗隨時可能失效嘅實驗性設定。我哋無法保證可以正常載入或者運作。請小心謹慎！	このワールドには今後動作しなくなる可能性のある実験的な設定が使用されています。読み込みや動作の保証はできません。ご注意ください！
selectWorld.backupEraseCache	Erase cached data	清除缓存数据	清除快取資料	清除快取數據	キャッシュデータを消去する
selectWorld.backupJoinConfirmButton	Create Backup and Load	创建备份并载入	建立備份後載入	建立備份並載入	バックアップを作成して読み込む
selectWorld.backupJoinSkipButton	I know what I'm doing!	我知道我在做什么！	我知道我在做什麼！	我心中有數！	危険性を理解したうえで読み込む
selectWorld.tooltip.fromNewerVersion1	World was saved in a newer version,	世界是在更新的版本中被保存的，	世界是以較新的版本儲存，	世界係以較新嘅版本儲存嘅，	このワールドは、現在より新しいバージョンで保存されています。
selectWorld.tooltip.fromNewerVersion2	loading this world could cause problems!	加载这个世界可能会产生问题！	載入這個世界可能會導致出現問題！	載入依個世界可能會出現問題！	古いバージョンでこのワールドを読み込むと、データが破損する可能性があります。
selectWorld.tooltip.snapshot1	Don't forget to back up this world	你在这个快照中加载它之前，	以目前版本載入之前	以目前版本載入之前	このワールドを読み込む前に
selectWorld.tooltip.snapshot2	before you load it in this snapshot.	不要忘了备份这个世界！	別忘了先備份這個世界。	記得先備份依個世界。	バックアップを取ることを推奨します。
selectWorld.unable_to_load	Unable to load worlds	无法加载世界	無法載入世界	無法載入世界	ワールドを読み込めません
selectWorld.futureworld.error.title	An error occurred!	出错了！	發生錯誤！	發生錯誤！	エラーが発生しました！
selectWorld.futureworld.error.text	Something went wrong while trying to load a world from a future version. This was a risky operation to begin with; sorry it didn't work.	当我们试图加载一份来自未来版本的世界时，发生了一些错误。这本就并非万无一失，很抱歉没能成功。	試圖載入較新版本的世界時發生錯誤。這項操作原本就有其風險，很抱歉無法成功載入。	試圖載入未來版本嘅世界時發生錯誤。依個操作本身就有風險，唔好意思無法載入。	将来バージョンのワールドの読み込みに失敗しました。リスクのある操作でしたが、動作せず申し訳ありません。
selectWorld.recreate.error.title	An error occurred!	出错了！	發生錯誤！	發生錯誤！	エラーが発生しました！
selectWorld.recreate.error.text	Something went wrong while trying to recreate a world.	尝试重建世界时出错。	試圖重新建立世界時出現了一些問題。	試圖重新建立世界時出現問題。	ワールドの再生成に失敗しました。
selectWorld.recreate.customized.title	Customized worlds are no longer supported	自定义世界已不受支持	自定義世界已不受支援	自訂世界已經不再受支援	カスタマイズワールドはサポートされていません
selectWorld.recreate.customized.text	Customized worlds are no longer supported in this version of Minecraft. We can try to recreate it with the same seed and properties, but any terrain customizations will be lost. We're sorry for the inconvenience!	自定义世界在这个版本的Minecraft中已不受支持。我们可以尝试用同样的种子与选项重建它，但任何自定义的地形都会丢失。抱歉给你带来不便。	這個版本的 Minecraft 已不再支援自定義世界。我們可以試著利用相同的種子碼與屬性重新建立，但任何自定義地形將會遺失。很抱歉為您帶來不便！	依個版本嘅 Minecraft 已經唔支援自訂世界。我哋可以嘗試利用相同嘅種子碼同埋屬性重新建立，但係所有自訂地形都會遺失。唔好意思同你帶來不便！	現在のバージョンはカスタマイズワールドをサポートしていません。このワールドと同じシード値とプロパティで再生成できますが、地形のカスタマイズは失われます。ご不便をおかけし申し訳ございません。
selectWorld.load_folder_access	Unable to read or access folder where game worlds are saved!	无法读取或访问游戏世界存档所在的文件夹！	無法載入或存取遊戲世界存檔所在的資料夾！	無法載入或存取遊戲世界存檔所在嘅文件夾！	ワールドのフォルダーの読み込みまたは書き込みができないため、保存できません！
selectWorld.access_failure	Failed to access world	加载世界失败	無法進入世界	無法進入世界	ワールドへのアクセスに失敗しました
selectWorld.delete_failure	Failed to delete world	删除世界失败	無法刪除世界	刪除世界失敗	ワールドの削除に失敗しました
selectWorld.data_read	Reading world data...	世界数据读取中…	正在讀取世界資料...	正在讀取世界數據⋯⋯	ワールドデータを読み込み中…
createWorld.customize.presets	Presets	预设	方案集	設定集	プリセット
createWorld.customize.presets.title	Select a Preset	选择一种预设	選擇一種方案	選擇一種設定	プリセットの選択
createWorld.customize.presets.select	Use Preset	使用预设	使用此方案	使用依個設定	プリセットを使用
createWorld.customize.presets.share	Want to share your preset with someone? Use the box below!	想要与别人分享你的预设方案吗？使用下面的输入框吧！	想與人分享您的地形方案嗎？請使用下方的文字框！	想同人哋分享你嘅預定設定？請使用下面嘅文字框！	プリセットを共有する場合、この入力欄をご使用ください
createWorld.customize.presets.list	Alternatively, here's some we made earlier!	另外，这里是些我们早期制作好的！	您也可以選擇我們預先製作的方案！	另外，你都可以選擇我哋預先製作嘅設定！	もしくは、次のプリセットから選べます
createWorld.customize.flat.title	Superflat Customization	自定义超平坦世界	自定義超平坦世界	自訂超平坦世界	スーパーフラットのカスタマイズ
createWorld.customize.flat.tile	Layer Material	此层的材料	地層組成	地層組成	地層の構成物
createWorld.customize.flat.height	Height	高度	高度	高度	高さ
createWorld.customize.flat.removeLayer	Remove Layer	移除层面	移除地層	移除地層	地層を削除
createWorld.customize.flat.layer.top	Top - %s	顶层 - %s	頂層 - %s	頂層 - %s	最上層 - %s
createWorld.customize.flat.layer	%s	%s	%s	%s	%s
createWorld.customize.flat.layer.bottom	Bottom - %s	底层 - %s	底層 - %s	底層 - %s	最下層 - %s
createWorld.customize.buffet.title	Buffet world customization	自定义自选世界	自定義自助式世界	自訂自助式世界	ビュッフェワールドのカスタマイズ
createWorld.customize.buffet.biome	Please select a biome	请选择一种生物群系	請選擇一種生態域	請選擇一種生物羣落	バイオームを選択してください
createWorld.customize.preset.classic_flat	Classic Flat	经典平坦	經典平坦	經典平坦	クラシックフラット
createWorld.customize.preset.tunnelers_dream	Tunnelers' Dream	挖掘工的梦想	隧道工人的夢想	隧道工人嘅夢想	採掘家の夢
createWorld.customize.preset.water_world	Water World	水世界	水世界	水世界	水の世界
createWorld.customize.preset.overworld	Overworld	主世界	主世界	主世界	オーバーワールド
createWorld.customize.preset.snowy_kingdom	Snowy Kingdom	雪之王国	雪之王國	冰雪王國	雪の王国
createWorld.customize.preset.bottomless_pit	Bottomless Pit	无底深渊	無底深淵	無底深淵	底無し穴
createWorld.customize.preset.desert	Desert	沙漠	沙漠	沙漠	砂漠
createWorld.customize.preset.redstone_ready	Redstone Ready	红石俱备	為紅石準備	為紅石準備	レッドストーン実験所
createWorld.customize.preset.the_void	The Void	虚空	虛空	虛空	奈落
createWorld.customize.custom.page0	Basic Settings	基本设置	基本設定	基本設定	基本設定
createWorld.customize.custom.page1	Ore Settings	矿物设置	礦物設定	礦物設定	鉱石の設定
createWorld.customize.custom.page2	Advanced Settings (Expert Users Only!)	高级设置（仅限高级用户！）	進階設定（僅供專業玩家！）	進階設定（僅供專業玩家！）	高度な設定（上級者向け）
createWorld.customize.custom.page3	Extra Advanced Settings (Expert Users Only!)	额外高级设置（仅限高级用户！）	更多進階設定（僅供專業玩家！）	更多進階設定（僅供專業玩家！）	さらに高度な設定（上級者向け）
createWorld.customize.custom.randomize	Randomize	随机	隨機	隨機	ランダム化
createWorld.customize.custom.prev	Previous Page	上一页	上一頁	上一頁	前のページへ
createWorld.customize.custom.next	Next Page	下一页	下一頁	下一頁	次のページへ
createWorld.customize.custom.defaults	Defaults	默认	預設值	預設值	デフォルトに戻す
createWorld.customize.custom.confirm1	This will overwrite your current	这将覆盖你的当前	這樣將會取代你目前的	咁樣將會取代你目前嘅	現在の設定を上書きします。
createWorld.customize.custom.confirm2	settings and cannot be undone.	设置且不能恢复。	設定且無法復原。	設定且無法復原。	元に戻すことはできません。
createWorld.customize.custom.confirmTitle	Warning!	警告！	警告！	警吿！	警告！
createWorld.customize.custom.mainNoiseScaleX	Main Noise Scale X	主地形差异值 X	主雜訊比例 X	主雜訊比例 X	主要ノイズ規模X
createWorld.customize.custom.mainNoiseScaleY	Main Noise Scale Y	主地形差异值 Y	主雜訊比例 Y	主雜訊比例 Y	主要ノイズ規模Y
createWorld.customize.custom.mainNoiseScaleZ	Main Noise Scale Z	主地形差异值 Z	主雜訊比例 Z	主雜訊比例 Z	主要ノイズ規模Z
createWorld.customize.custom.depthNoiseScaleX	Depth Noise Scale X	X轴高度差异值	深度雜訊比例 X	深度雜訊比例 X	深度ノイズ規模X
createWorld.customize.custom.depthNoiseScaleZ	Depth Noise Scale Z	Z轴高度差异值	深度雜訊比例 Z	深度雜訊比例 Z	深度ノイズ規模Z
createWorld.customize.custom.depthNoiseScaleExponent	Depth Noise Exponent	高度差异指数	深度雜訊指數	深度雜訊指數	深度ノイズ指数
createWorld.customize.custom.baseSize	Depth Base Size	基准深度大小	深度基準大小	深度基準大小	深度基本量
createWorld.customize.custom.coordinateScale	Coordinate Scale	平面比例	橫向座標比例	平面比例	座標尺
createWorld.customize.custom.heightScale	Height Scale	高度比例	縱向高度比例	高度比例	高度規模
createWorld.customize.custom.stretchY	Height Stretch	高度伸展	高度伸展程度	高度伸展	高度伸長
